symbol,id,name,issueDate,quantityIssued,parValue,issuedPrice,lastTradedPrice,wtdHiPrice,mtdHiPrice,ytdHiPrice,p12HiPrice,allHiPrice,allLowPrice,wtdLowPrice,mtdLowPrice,ytdLowPrice,p12LowPrice,tdyShareVolume,wdyShareVolume,mtdShareVolume,ytdShareVolume,p12ShareVolume,tdyTradeVolume,wtdTradeVolume,mtdTradeVolume,ytdTradeVolume,p12TradeVolume,tdyTurnover,wtdTurnover,mtdTurnover,ytdTurnover,p12Turnover,previousClose,foreignHoldings,foreignPercentage,instrumentsDate,hiTrade,lowTrade,closingPrice,marketCap,marketCapPercentage,change,changePercentage,symbolIndexShareVolume,isin,logo_id,logo_path,beta_securityId,beta_triASIBetaValue,beta_betaValueSPSL,beta_triASIBetaPeriod,beta_quarter
KZOO.N0000,461,CEYLON LAND & EQUITY PLC,01/JAN/1958,307078367.0,1.0,,11.2,10.9,12.0,14.0,14.0,7990.0,1.4,10.3,10.2,8.1,8.0,250818,146655,2102818,288647809,375636684,74,,,,,2757090.5,1573490.2,23176270.0,3237353980.0,,10.8,,,,11.4,10.6,11.2,3439277710.4,0.04399113,0.4,3.7037037037037037,307078367.0,LK0094N00009,2499.0,upload_logo/Bh3gGq7PTmPQqVDO_29Feb2024080704GMT_1709194024293.jpeg,732,1.7224026,1.329918,2025,1.0
CTBL.N0000,1522,CEYLON TEA BROKERS PLC,16/MAR/2010,182400000.0,1.0,,8.7,8.4,9.1,10.7,10.7,10.7,2.1,8.0,8.0,5.0,5.0,123246,225897,702474,68163326,74158984,64,,,,,1032872.5,1822855.2,5983955.0,547043970.0,,8.3,,,,8.8,8.1,8.7,1586880000.0,0.020297473,0.4,4.819277108433735,182400000.0,LK0362N00000,2071.0,upload_logo/923_1601449821.jpeg,923,-0.49080086,-0.54129887,2025,1.0
CTC.N0000,381,CEYLON TOBACCO COMPANY PLC,01/JAN/1955,187323751.0,1.0,,1698.25,1690.0,1703.5,1735.0,1735.0,1735.0,19.0,1680.25,1675.0,1200.0,1200.0,8027,1712,13158,2635265,3348931,89,,,,,13628645.0,2887357.2,22228366.0,3882313470.0,,1686.0,,,,1699.75,1682.0,1698.25,318122560135.75,4.0690436,12.25,0.7265717674970344,187323751.0,LK0042N00008,2235.0,upload_logo/460_1603172267.jpeg,460,0.63041127,0.33748424,2025,1.0
CHMX.N0000,529,CHEMANEX PLC,01/JAN/1974,16152353.0,1.0,,167.0,169.0,178.0,199.75,199.75,210.0,22.0,161.5,160.0,128.0,95.0,165,584,25337,3553243,5776704,7,,,,,27596.0,94901.0,4152992.0,611912510.0,,162.5,,,,169.0,167.0,167.0,2697442951.0,0.034502465,4.5,2.769230769230769,16152353.0,LK0044N00004,2072.0,upload_logo/492_1601449856.jpeg,492,1.1358225,0.6659836,2025,1.0
LLUB.N0000,131,CHEVRON LUBRICANTS  LANKA  PLC,14/OCT/1996,240000000.0,1.0,,180.5,179.0,182.25,188.25,188.25,460.0,35.0,176.25,175.75,128.25,128.25,192637,120939,1464621,54375490,58980060,150,,,,,34730196.0,21466176.0,263107936.0,9018899500.0,,177.5,,,,182.0,178.75,180.5,43320000000.0,0.55409765,3.0,1.6901408450704225,240000000.0,LK0290N00003,2984.0,upload_logo/668_1674725006.jpeg,668,0.7843615,0.5490227,2025,1.0
CWL.N0000,4966,CHRISSWORLD PLC,18/MAY/2021,30000000.0,1.0,,13.0,13.0,14.0,17.3,17.3,34.0,8.0,12.2,12.2,9.5,9.5,4581,5361,114273,9121258,9441248,11,,,,,59528.0,65575.0,1474547.0,117959160.0,,12.2,,,,13.0,12.9,13.0,390000000.0,0.004988414,0.8,6.557377049180328,30000000.0,LK0463N00006,2333.0,upload_logo/2236_1621314719.jpeg,2236,0.94020563,0.5491803,2025,1.0
CDB.N0000,1630,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,06/OCT/2010,61374456.0,1.0,,370.75,384.75,389.0,414.0,414.0,414.0,29.0,365.0,365.0,222.0,222.0,5428,801,4282,8922941,9032674,35,,,,,1984233.0,296964.25,1602281.8,2643920130.0,,377.75,,,,384.0,365.0,370.75,22754579562.0,0.2910494,-7.0,-1.8530774321641297,61374456.0,LK0368N00007,2236.0,upload_logo/981_1603172283.jpeg,981,0.93046534,0.40290037,2025,1.0
CDB.X0000,1858,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,06/OCT/2010,10343668.0,1.0,,284.0,294.75,300.0,349.5,349.5,349.5,26.6,280.0,275.0,152.0,138.0,1755,1016,63975,3760853,4018022,25,,,,,505217.0,285480.0,18441488.0,954779710.0,,281.5,,,,296.5,284.0,284.0,2937601712.0,0.03757429,2.5,0.8880994671403197,,LK0368X00006,2236.0,upload_logo/981_1603172283.jpeg,981,0.93046534,0.40290037,2025,1.0
REEF.N0000,101,CITRUS LEISURE PLC,01/JAN/1984,,,,4.2,4.2,4.4,4.8,4.8,105.0,0.6,4.1,4.1,3.7,3.7,129404,311900,3706447,138998859,185997244,45,,,,,540194.2,1300687.9,15493172.0,589801280.0,,4.1,,,,4.3,4.1,4.2,,0.0,0.1,2.4390243902439024,645584677.0,,,,568,1.1371753,0.699401,2025,1.0
CHOU.N0000,311,CITY HOUSING & REAL ESTATE CO. PLC,29/APR/1988,13379850.0,1.0,,,0.0,0.0,0.0,0.0,115.0,3.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,,13379850.0,LK0177N00002,246.0,upload_logo/616_1192614721.gif,616,3.9986088,2.1606948,2018,1.0
COOP.N0000,5353,Co-operative Insurance Company PLC,30/DEC/2021,1652177600.0,1.0,,4.0,4.1,4.6,6.0,6.0,12.0,1.8,3.7,3.7,2.7,2.7,1806504,2416835,15941581,813470415,878999918,182,,,,,7052703.0,9547854.0,64876116.0,3567094780.0,,4.0,,,,4.0,3.8,4.0,6608710400.0,0.084530726,0.0,0.0,1652177600.0,LK0481N00008,2700.0,upload_logo/2692_1640837641.jpeg,2692,-0.01866883,-0.342686,2025,
PHAR.N0000,44,COLOMBO CITY HOLDINGS PLC,01/JAN/1949,25457140.0,1.0,,142.25,155.0,161.75,194.0,194.0,4100.0,40.3,140.0,140.0,47.2,47.2,15974,4725,12663,5148484,5219476,41,,,,,2238157.8,667634.25,1872105.0,553147580.0,,140.25,,,,159.5,132.25,142.25,3621278165.0,0.046319064,2.0,1.4260249554367201,25457140.0,LK0051N00009,2182.0,upload_logo/744_1601622476.jpeg,744,3.2502706,1.511034,2025,1.0
DOCK.N0000,267,COLOMBO DOCKYARD PLC,01/JAN/1983,71858924.0,1.0,,174.0,140.0,449.5,480.0,480.0,480.0,2.75,125.0,81.0,61.1,56.0,1283896,1208130,2820848,55977206,56137790,2017,,,,,212381840.0,166643152.0,541527420.0,10236847100.0,,139.25,,,,427.0,140.0,174.0,12503452776.0,0.15992923,34.75,24.95511669658887,395224082.0,LK0047N00007,621.0,upload_logo/442_1271068612.jpeg,442,1.8325217,0.25945777,2025,1.0
CFI.N0000,385,COLOMBO FORT INVESTMENTS PLC,15/JUN/1986,8853693.0,1.0,,466.5,443.75,490.0,495.0,495.0,710.0,3.0,420.25,420.0,87.0,81.2,5872,2591,19733,1025620,1037756,53,,,,,2713782.5,1117129.5,8909218.0,243003600.0,,420.25,,,,469.0,439.75,466.5,4130247784.5,0.052829195,46.25,11.005353955978585,8853693.0,LK0048N00005,,,609,0.9753788,0.97052336,2025,1.0
CIT.N0000,277,COLOMBO INVESTMENT TRUST PLC,01/JUN/1987,7148780.0,1.0,,481.25,519.5,535.0,575.0,575.0,752.0,2.75,430.5,430.5,100.0,100.0,1390,333,16168,684835,701645,15,,,,,669876.5,156062.5,7738347.0,187117872.0,,472.0,,,,514.5,480.0,481.25,3440350375.0,0.04400485,9.25,1.9597457627118644,7148780.0,LK0172N00003,2074.0,upload_logo/610_1601449959.jpeg,610,1.6677489,1.1016709,2025,1.0
CLND.N0000,378,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,19/MAR/1986,199881008.0,1.0,,43.0,44.0,49.3,53.8,53.8,73.4,1.25,42.1,42.1,20.0,17.9,134143,114675,368517,60294384,64354057,53,,,,,5787651.5,4930137.5,16286350.0,2242763010.0,,42.9,,,,45.9,42.1,43.0,8594883344.0,0.10993548,0.1,0.2331002331002331,199881008.0,LK0050N00001,2075.0,upload_logo/618_1601449988.jpeg,618,0.5776515,0.07093316,2025,1.0
COMB.N0000,208,COMMERCIAL BANK OF CEYLON PLC,01/JAN/1970,1538440307.0,1.0,,198.25,195.75,205.0,218.0,218.0,525.0,39.0,192.5,170.0,120.0,120.0,363827,389316,3368449,233629667,266633678,450,,,,,70621400.0,75585320.0,665106560.0,39530516000.0,,193.0,,,,199.75,192.25,198.25,304995790862.75,3.9011416,5.25,2.7202072538860103,1538440307.0,LK0053N00005,3164.0,upload_logo/328m7MwB2CexSgiJ_3Jan2024051241GMT_1704258761020.jpeg,369,1.5246212,1.3526167,2025,1.0
COMB.X0000,396,COMMERCIAL BANK OF CEYLON PLC,01/JAN/1970,96341685.0,1.0,,183.5,183.0,188.0,200.0,200.0,250.0,39.4,176.25,176.0,96.1,96.1,92220,415552,1084631,39224671,45758532,161,,,,,16516805.0,74498568.0,196921392.0,5526431200.0,,178.75,,,,187.0,178.0,183.5,17678699197.5,0.2261248,4.75,2.6573426573426575,,LK0053X00004,3164.0,upload_logo/328m7MwB2CexSgiJ_3Jan2024051241GMT_1704258761020.jpeg,369,1.5246212,1.3526167,2025,1.0
COCR.N0000,1798,COMMERCIAL CREDIT AND FINANCE PLC,01/JUN/2011,318074365.0,1.0,,125.5,120.5,128.0,154.75,154.75,154.75,8.6,115.0,113.25,50.8,44.9,201304,165730,1636085,120663777,140228228,397,,,,,24743012.0,19729162.0,195026464.0,10892902400.0,,118.0,,,,130.0,115.0,125.5,39918332807.5,0.51058763,7.5,6.3559322033898304,318074365.0,LK0380N00002,1094.0,upload_logo/1063_1448356254.jpeg,1063,1.6033549,1.0308954,2025,1.0
COMD.N0000,490,COMMERCIAL DEVELOPMENT COMPANY PLC,01/JAN/1983,12000000.0,1.0,,263.75,264.0,270.0,297.0,297.0,297.0,10.0,251.25,242.0,116.0,116.0,1694,4533,13875,528807,599345,8,,,,,446918.0,1192018.0,3632561.0,105215400.0,,263.5,,,,267.0,257.0,263.75,3165000000.0,0.040482897,0.25,0.09487666034155598,12000000.0,LK0054N00003,2237.0,upload_logo/619_1603172301.jpeg,619,1.3555195,0.7681274,2025,1.0
SOY.N0000,168,CONVENIENCE FOODS LANKA PLC,13/MAY/1992,2750000.0,1.0,,2215.5,2328.5,2499.5,2500.0,2500.0,2500.0,3.75,2221.0,2100.5,910.0,890.0,182,41,4310,270956,296987,11,,,,,403327.5,92231.25,9577185.0,446058752.0,,2346.5,,,,2328.25,2201.0,2215.5,6092625000.0,0.07792958,-131.0,-5.582782868101428,2750000.0,LK0196N00002,2078.0,upload_logo/488_1601450088.jpeg,488,0.029761905,0.11869483,2025,1.0
DPL.N0000,123,DANKOTUWA PORCELAIN PLC,21/FEB/1995,162552920.0,1.0,,17.2,17.6,17.9,29.4,29.4,144.0,4.0,17.2,16.3,16.3,16.3,51817,33918,362560,95602289,96732341,45,,,,,890533.0,589331.5,6218863.5,2007263740.0,,17.3,,,,17.4,16.7,17.2,2795910224.0,0.03576194,-0.1,-0.5780346820809249,162552920.0,LK0235N00008,2079.0,upload_logo/669_1601450136.jpeg,669,0.82169914,0.45728248,2025,1.0
DFCC.N0000,239,DFCC BANK PLC,01/JAN/1956,438404250.0,1.0,,150.0,148.0,157.0,175.0,175.0,680.0,7.0,145.0,137.0,95.0,87.0,333660,331559,2284620,150290701,166780060,504,,,,,49676888.0,48848200.0,341931264.0,21115783200.0,,146.5,,,,152.75,145.5,150.0,65760637500.0,0.8411315,3.5,2.3890784982935154,438404250.0,LK0055N00000,2080.0,upload_logo/371_1601452506.jpeg,371,2.0627706,1.6212169,2025,1.0
DIAL.N0000,471,DIALOG AXIATA PLC,28/JUL/2005,9200334994.0,1.0,,28.5,28.2,28.8,32.5,32.5,32.5,4.5,27.5,26.9,11.4,10.5,2381938,2233325,7782835,675045677,754088254,180,,,,,67863344.0,62487780.0,216748192.0,12095772700.0,,28.0,,,,28.7,28.0,28.5,262209547329.0,3.353871,0.5,1.7857142857142858,9200334994.0,LK0348N00009,2081.0,upload_logo/389_1601452556.jpeg,389,0.7302489,0.3059584,2025,1.0
CALF.N0000,1965,DIALOG FINANCE PLC,04/OCT/2011,117399866.0,1.0,,86.8,91.0,97.0,105.0,105.0,122.75,8.7,86.1,86.1,39.0,39.0,0,1285,6450,1853382,1955752,0,,,,,0.0,111545.5,586083.2,120211216.0,,86.8,,,,,,86.8,10190308368.8,0.13034225,0.0,0.0,117399866.0,LK0397N00006,2238.0,upload_logo/1101_1603172320.jpeg,1101,-0.5833333,-0.2829445,2025,1.0
DIMO.N0000,375,DIESEL & MOTOR ENGINEERING PLC,01/JAN/1964,9231494.0,1.0,,2001.5,2100.0,2250.0,2990.0,2990.0,2990.0,11.0,1995.0,1995.0,900.0,720.0,1677,2842,8687,2863754,3095777,48,,,,,3360943.0,5697158.0,17964192.0,4056696580.0,,2005.5,,,,2084.25,2000.0,2001.5,18476835241.0,0.2363336,-4.0,-0.1994515083520319,9231494.0,LK0056N00008,2473.0,upload_logo/694_1631431440.jpeg,694,1.2637987,0.40116647,2025,1.0
PKME.N0000,6172,DIGITAL MOBILITY SOLUTIONS LANKA PLC,03/OCT/2024,333323673.0,1.0,,145.75,145.25,150.0,165.0,165.0,165.0,38.0,140.0,140.0,67.0,57.0,156462,231891,1124027,179907539,202109156,137,,,,,22620584.0,33111082.0,161194672.0,19296426000.0,,142.25,,,,147.0,142.0,145.75,48581925339.75,0.6214019,3.5,2.460456942003515,333323673.0,LK0495N00008,3384.0,upload_logo/N9aA4wMSQYIhnOjV_4Oct2024065808GMT_1728025088129.png,3218,-0.11038961,-0.32645017,2025,
CTEA.N0000,327,DILMAH CEYLON TEA COMPANY PLC,01/JAN/1982,20737500.0,1.0,,1140.75,1144.0,1144.0,1200.0,1200.0,1800.0,22.0,1144.0,1102.0,960.0,960.0,194,1,49,74242,79064,21,,,,,221320.25,1144.0,55467.0,83563664.0,,1149.5,,,,1144.0,1140.0,1140.75,23656303125.0,0.30258316,-8.75,-0.7612005219660722,20737500.0,LK0039N00004,2082.0,upload_logo/489_1601452595.jpeg,489,-0.01758658,-0.03152585,2025,1.0
DIPD.N0000,399,DIPPED PRODUCTS PLC,01/JAN/1982,598615120.0,1.0,,59.3,60.0,62.8,74.5,74.5,765.0,14.5,59.1,59.1,45.9,45.7,318651,165250,3386386,252237186,287841713,302,,,,,18862242.0,9838475.0,204849104.0,15104558100.0,,59.3,,,,59.9,59.0,59.3,35497876616.0,0.45404643,0.0,0.0,598615120.0,LK0057N00006,2239.0,upload_logo/670_1603172470.jpeg,670,1.2876083,0.852459,2025,1.0
DIST.N0000,68,DISTILLERIES COMPANY OF SRI LANKA PLC,10/AUG/1992,4600000000.0,1.0,,55.2,57.8,61.5,67.5,67.5,320.0,3.5,54.9,54.9,33.7,33.7,863097,391412,1176691,84171045,90467058,292,,,,,47564372.0,21981884.0,68378904.0,3885212670.0,,55.1,,,,57.4,54.9,55.2,253920000000.0,3.2478411,0.1,0.18148820326678766,4600000000.0,LK0191N00003,2083.0,upload_logo/463_1601452641.jpeg,463,0.8736472,0.42670238,2025,1.0
STAF.N0000,455,DOLPHIN HOTELS PLC,01/JAN/1982,63242954.0,1.0,,57.4,55.9,60.0,71.5,71.5,76.8,2.5,53.6,52.5,40.0,40.0,19486,16286,294614,34205287,41085777,47,,,,,1104626.4,888090.8,16859826.0,1901071490.0,,54.6,,,,57.7,55.0,57.4,3630145559.6,0.046432484,2.8,5.128205128205129,63242954.0,LK0158N00002,,,603,1.54329,1.0,2025,1.0
ECL.N0000,460,E - CHANNELLING PLC,21/MAY/2002,122131415.0,1.0,,16.4,16.2,16.2,19.4,19.4,36.5,2.7,15.5,15.0,11.5,11.5,10922,636,96087,14916914,16107791,9,,,,,178732.0,9924.2,1490680.1,235989120.0,,15.5,,,,16.5,15.5,16.4,2002955206.0,0.02561941,0.9,5.806451612903226,122131415.0,LK0323N00002,2580.0,upload_logo/374_1637918475.jpeg,374,1.761093,0.9596469,2025,1.0
EBCR.N0000,26,E B CREASY & COMPANY PLC,01/JAN/1968,253545800.0,1.0,,62.2,63.0,64.0,76.0,76.0,8390.0,12.0,60.0,60.0,28.0,25.0,1995,88380,339396,60432676,61686801,10,,,,,123967.4,5307405.0,20890430.0,3906193920.0,,60.5,,,,63.0,61.4,62.2,15770548760.0,0.20171802,1.7,2.809917355371901,278900380.0,LK0059N00002,405.0,upload_logo/745_1193029512.gif,745,1.0792749,0.72052336,2025,1.0
EML.N0000,5173,E M L CONSULTANTS PLC,27/SEP/2021,90900000.0,1.0,,4.7,4.9,5.7,5.9,5.9,34.0,2.9,4.7,4.5,3.4,3.4,295162,154039,3184331,76975200,83727916,56,,,,,1366760.2,728341.1,16616014.0,360819072.0,,4.7,,,,4.8,4.6,4.7,427230000.0,0.0054646158,0.0,0.0,90900000.0,LK0470N00001,2477.0,upload_logo/2386_1632584450.jpeg,2386,-0.13014069,0.06683481,2025,
EAST.N0000,403,EAST WEST PROPERTIES PLC,01/JAN/1983,138240000.0,1.0,,60.0,59.8,59.9,68.5,68.5,68.5,3.0,58.1,56.2,11.2,10.4,182302,108933,562939,253854951,254849240,89,,,,,10780076.0,6419995.0,32724988.0,8901325800.0,,59.2,,,,60.0,58.0,59.6,8239104000.0,0.105384775,0.4,0.6756756756756757,138240000.0,LK0060N00000,2183.0,upload_logo/620_1601622496.jpeg,620,2.0873919,1.4300126,2025,1.0
EMER.N0000,405,EASTERN MERCHANTS PLC,01/JAN/1982,117446000.0,1.0,,10.5,10.6,11.4,13.8,13.8,3850.0,2.5,10.0,9.8,6.7,6.2,37535,26592,238419,41322600,48989213,43,,,,,392314.5,271060.9,2482081.0,427326176.0,,10.1,,,,11.0,10.0,10.7,1256672200.0,0.016073849,0.6,5.9405940594059405,117446000.0,LK0061N00008,2184.0,upload_logo/767_1601622536.jpeg,767,0.99242425,0.6716583,2025,1.0
EDEN.N0000,348,EDEN HOTEL LANKA PLC,13/DEC/1993,1584000000.0,1.0,,13.2,13.8,14.0,17.4,17.4,72.0,4.0,12.9,12.9,12.5,12.5,72800,47348,526602,60596034,80935001,37,,,,,958116.2,625924.9,7048459.0,899873020.0,,13.1,,,,13.4,13.1,13.2,20908800000.0,0.26744038,0.1,0.7633587786259542,1584000000.0,LK0214N00003,2086.0,upload_logo/533_1601458948.jpeg,533,0.8398268,0.42433795,2025,1.0
ELPL.N0000,115,ELPITIYA PLANTATIONS PLC,08/DEC/2000,72866428.0,1.0,,159.75,159.0,170.75,215.0,215.0,215.0,8.0,156.5,156.5,108.25,108.25,29379,7227,81091,6112671,6548395,82,,,,,4652395.0,1139288.2,13101901.0,951965630.0,,156.75,,,,162.75,157.0,159.75,11640411873.0,0.14889024,3.0,1.9138755980861244,72866428.0,LK0315N00008,2154.0,upload_logo/707_1601610752.jpeg,707,0.96347404,0.5214376,2025,1.0
ETWO.N0000,113,EQUITY TWO PLC,21/NOV/1994,31000000.0,1.0,,79.5,81.7,86.9,102.0,102.0,102.0,3.0,78.3,72.0,36.3,36.3,1615,3503,20446,6687638,6719668,10,,,,,128427.5,279813.3,1648424.6,445348416.0,,80.0,,,,82.9,79.0,79.5,2464500000.0,0.031522937,-0.5,-0.625,31000000.0,LK0228N00003,250.0,upload_logo/621_1192617650.gif,621,0.30979437,-0.08275535,2025,1.0
PACK.N0000,5231,Ex-pack Corrugated Cartons PLC,10/NOV/2021,333333333.0,1.0,,13.9,14.0,14.2,16.5,17.2,25.4,7.0,13.8,13.5,12.3,12.3,61862,29582,306952,77648394,98868315,52,,,,,853986.0,412243.6,4266923.5,1154816260.0,,13.8,,,,14.3,13.7,13.9,4633333328.7,0.059264064,0.1,0.7246376811594203,333333333.0,LK0473N00005,2520.0,upload_logo/2511_1636519151.jpeg,2511,0.5744048,0.42496848,2025,
EXT.N0000,5472,EXTERMINATORS PLC,30/MAR/2022,52852459.0,1.0,,7.3,7.3,7.5,8.8,8.8,9.9,3.9,6.9,6.6,3.9,3.9,606,30137,200218,59700978,62034688,5,,,,,4403.9,211662.3,1393821.1,376790880.0,,7.1,,,,7.3,7.2,7.3,385822950.7,0.004934986,0.2,2.816901408450704,52852459.0,LK0485N00009,2841.0,upload_logo/2741_1648550242.jpeg,2741,0.81872296,0.63571876,2025,
CFVF.N0000,528,FIRST CAPITAL HOLDINGS PLC,22/AUG/1994,405000000.0,1.0,,58.8,56.9,59.1,70.0,70.0,100.0,1.5,54.5,54.2,31.0,31.0,144506,81914,1140994,113261484,129244876,186,,,,,8315332.0,4591903.0,64631840.0,5599447600.0,,56.3,,,,58.9,56.3,58.3,23611500000.0,0.3020101,2.0,3.552397868561279,405000000.0,LK0222N00006,2965.0,upload_logo/698_1669717288.jpeg,698,1.7050866,1.2622951,2025,1.0
FCT.N0000,5330,First Capital Treasuries PLC,02/MAR/2015,615600000.0,1.0,,30.6,30.5,31.5,42.5,42.5,65.1,6.9,30.2,30.0,22.4,22.4,165041,77460,503624,62790147,72079906,115,,,,,5037759.5,2345554.8,15405672.0,1913597820.0,,30.3,,,,30.6,30.3,30.6,18837360000.0,0.240945,0.3,0.9900990099009901,615600000.0,LK0439N00006,2964.0,upload_logo/1426_1669717257.jpeg,1426,1.5968615,1.3543506,2025,1.0
GHLL.N0000,116,GALADARI HOTELS (LANKA) PLC,01/JAN/1970,500829564.0,1.0,,19.0,18.3,19.0,21.9,21.9,46.0,1.75,17.8,16.5,15.5,15.5,216992,41599,709923,67245735,71952928,72,,,,,4032298.8,749586.8,12918900.0,1332050560.0,,18.0,,,,19.0,17.8,19.0,9515761716.0,0.12171425,1.0,5.555555555555555,500829564.0,LK0067N00005,2155.0,upload_logo/541_1601610774.jpeg,541,0.4448052,0.25772384,2025,1.0
WAPO.N0000,533,GALLE FACE CAPITAL PARTNERS PLC,21/NOV/2001,29582029.0,1.0,,94.9,95.8,100.0,124.0,124.0,10012.5,15.0,86.0,86.0,39.1,33.4,330722,96736,305350,30505749,37264827,425,,,,,30145050.0,8594652.0,28080830.0,2071122820.0,,88.5,,,,99.9,88.8,94.9,2807334552.1,0.03590807,6.4,7.231638418079096,29582029.0,LK0317N00004,2823.0,upload_logo/612_1646800683.jpeg,612,1.8571428,1.1319357,2025,1.0
GEST.N0000,466,GESTETNER OF CEYLON PLC,01/JAN/1965,2657812.0,1.0,,221.5,238.5,239.5,298.0,298.0,520.0,18.0,221.0,221.0,109.5,109.5,1048,5557,17551,2928606,2963408,15,,,,,232193.75,1230863.2,3975271.5,629063680.0,,221.75,,,,229.5,220.5,221.5,588705358.0,0.0075300154,-0.25,-0.11273957158962795,2657812.0,LK0069N00001,2089.0,upload_logo/746_1601459113.jpeg,746,-0.50027055,-0.3404792,2025,1.0
MEL.N0000,2091,GREENTECH ENERGY PLC,25/APR/2012,100000000.0,1.0,,4.2,4.2,4.5,5.8,5.8,16.3,1.0,4.0,3.9,1.8,1.8,60322,72419,1643589,108619026,111119579,26,,,,,248374.7,297358.6,6664594.5,431688640.0,,4.0,,,,4.2,4.0,4.2,420000000.0,0.005372138,0.2,5.0,100000000.0,LK0410N00007,3224.0,upload_logo/Ehl7iE9DqgrZwAbZ_13Feb2024123138GMT_1707827498001.jpeg,1161,0.8795996,0.37641865,2025,1.0
HAPU.N0000,132,HAPUGASTENNE PLANTATIONS PLC,25/MAR/1998,46315789.0,1.0,,55.0,61.9,61.9,87.8,87.8,89.9,5.75,58.1,53.0,39.1,39.1,21157,555,16210,1692232,1832084,42,,,,,1166892.8,32805.0,898758.6,94165224.0,,59.1,,,,61.2,54.5,55.0,2547368395.0,0.032582894,-4.1,-6.937394247038917,46315789.0,LK0285N00003,375.0,upload_logo/708_1192775435.gif,708,0.80167747,0.22288777,2025,1.0
HARI.N0000,167,HARISCHANDRA MILLS PLC,01/JAN/1983,1919600.0,1.0,,5633.75,6000.0,6250.0,11020.25,11020.25,11020.25,14.0,5561.25,5000.0,3300.0,3300.0,90,85,396,795129,796748,25,,,,,510814.75,482338.25,2301459.2,2671677700.0,,5633.75,,,,5952.75,5561.25,5633.75,10814546500.0,0.13832675,0.0,0.0,1919600.0,LK0077N00004,2185.0,upload_logo/482_1601622559.jpeg,482,-0.30113637,-0.24889658,2025,1.0
HNB.N0000,172,HATTON NATIONAL BANK PLC,01/JAN/1971,455968474.0,1.0,,388.5,390.25,400.0,433.0,433.0,615.0,31.0,384.5,384.0,267.0,239.5,110633,485164,2411883,177158908,205409978,320,,,,,42617840.0,187179568.0,940381950.0,59852808000.0,,384.75,,,,389.75,383.5,388.5,177143752149.0,2.2658112,3.75,0.9746588693957114,455968474.0,LK0078N00002,3025.0,upload_logo/q5ADDCBJcSu1tpSc_16May2023081336GMT_1684224816035.jpeg,373,1.3227813,1.1210593,2025,1.0
HNB.X0000,340,HATTON NATIONAL BANK PLC,01/JAN/1971,115852722.0,1.0,,305.0,309.0,318.0,340.0,340.0,340.0,15.6,303.0,302.0,230.0,187.5,292400,208054,1490968,98928584,105024775,241,,,,,89140320.0,63510028.0,460107552.0,28825874400.0,,304.75,,,,307.0,303.75,305.0,35335080210.0,0.4519641,0.25,0.08203445447087777,,LK0078X00001,3025.0,upload_logo/q5ADDCBJcSu1tpSc_16May2023081336GMT_1684224816035.jpeg,373,1.3227813,1.1210593,2025,1.0
HPL.N0000,4058,HATTON PLANTATIONS PLC,02/FEB/2018,236666671.0,1.0,,25.0,25.6,27.6,40.0,40.0,43.2,3.5,23.9,23.9,23.9,24.4,213116,237731,931004,58213217,59855280,155,,,,,5297327.0,5860362.0,23844056.0,1725982850.0,,23.9,,,,25.1,23.9,25.0,5916666775.0,0.07567893,1.1,4.602510460251046,236666671.0,LK0457N00008,2091.0,upload_logo/1045_1601461418.jpeg,1045,0.045725107,-0.30170238,2025,1.0
HAYC.N0000,31,HAYCARB PLC,01/JAN/1975,297123750.0,1.0,,102.0,103.5,107.0,120.0,120.0,1700.0,13.25,99.0,97.0,72.5,72.5,83020,177445,584498,39426765,44741361,116,,,,,8495850.0,17817336.0,59300600.0,3730745860.0,,100.75,,,,103.0,100.5,102.0,30306622500.0,0.3876461,1.25,1.2406947890818858,297123750.0,LK0079N00000,2029.0,upload_logo/494_1600924411.jpeg,494,0.63744587,0.4402585,2025,1.0
MGT.N0000,331,HAYLEYS FABRIC PLC,23/APR/2003,415481776.0,1.0,,39.9,39.5,41.6,57.5,57.5,175.0,7.0,38.0,37.5,36.8,36.8,53299,93120,782663,120446621,139067644,57,,,,,2082360.8,3582282.0,30944864.0,5501989400.0,,38.1,,,,39.9,38.0,39.9,16577722862.4,0.21204242,1.8,4.724409448818897,415481776.0,LK0335N00006,1090.0,upload_logo/403_1442910137.jpeg,403,0.54843074,0.44088903,2025,1.0
HEXP.N0000,524,HAYLEYS FIBRE PLC,17/MAR/1992,24000000.0,1.0,,76.0,75.9,80.8,112.0,112.0,300.0,12.75,73.9,71.0,45.0,45.0,4281,5557,45014,9216915,10456274,30,,,,,323397.3,415028.9,3407675.8,714903940.0,,74.9,,,,76.5,74.0,76.0,1824000000.0,0.023330428,1.1,1.4686248331108145,24000000.0,LK0192N00001,755.0,upload_logo/768_1352700410.jpeg,768,2.751894,1.3348045,2025,1.0
