symbol,id,name,issueDate,quantityIssued,parValue,issuedPrice,lastTradedPrice,wtdHiPrice,mtdHiPrice,ytdHiPrice,p12HiPrice,allHiPrice,allLowPrice,wtdLowPrice,mtdLowPrice,ytdLowPrice,p12LowPrice,tdyShareVolume,wdyShareVolume,mtdShareVolume,ytdShareVolume,p12ShareVolume,tdyTradeVolume,wtdTradeVolume,mtdTradeVolume,ytdTradeVolume,p12TradeVolume,tdyTurnover,wtdTurnover,mtdTurnover,ytdTurnover,p12Turnover,previousClose,foreignHoldings,foreignPercentage,instrumentsDate,hiTrade,lowTrade,closingPrice,marketCap,marketCapPercentage,change,changePercentage,symbolIndexShareVolume,isin,logo_id,logo_path,beta_securityId,beta_triASIBetaValue,beta_betaValueSPSL,beta_triASIBetaPeriod,beta_quarter
AFS.N0000,5511,ALPHA FIRE SERVICES PLC,,37950000.0,1.0,,24.9,24.7,25.8,34.5,34.5,57.7,5.5,22.8,21.1,7.3,7.1,42393,6920,97686,54632084,58449640,31,,,,,1040761.5,164046.0,2411773.0,805992130.0,,24.2,,,,25.0,23.0,24.9,944955000.0,0.012086735,0.7,2.8925619834710745,,LK0486N00007,2883.0,upload_logo/2774_1654580433.jpeg,2774,-0.64637446,-0.8896595,2025,
ALUM.N0000,3082,ALUMEX PLC,31/MAR/2014,598605680.0,1.0,,20.1,19.9,20.4,22.7,22.7,32.2,5.4,18.8,17.9,13.5,12.8,685748,544153,3431812,514962025,607470128,251,,,,,13583383.0,10582939.0,66619808.0,9200318500.0,,19.3,,,,20.5,19.4,20.1,12031974168.0,0.15389864,0.8,4.1450777202072535,598605680.0,LK0427N00001,889.0,upload_logo/1323_1396002566.jpeg,1323,1.39421,0.7307692,2025,1.0
ABL.N0000,3046,AMANA BANK PLC,29/JAN/2014,551125746.0,1.0,,29.1,28.5,30.8,33.2,33.2,33.2,1.7,27.6,27.1,21.7,21.7,210373,132377,2214093,137428973,139407580,132,,,,,6069915.5,3716979.0,64221168.0,3618849540.0,,28.0,,,,29.8,28.0,29.1,16037759208.6,0.20513585,1.1,3.9285714285714284,551125746.0,LK0424N00008,2148.0,upload_logo/1303_1601610015.jpeg,1303,1.2199675,1.0453972,2025,1.0
ATLL.N0000,3575,AMANA TAKAFUL LIFE PLC,18/AUG/2016,50000000.0,1.0,,39.0,39.9,42.0,74.8,74.8,74.8,1.0,37.5,37.4,25.1,24.5,436,2960,32161,1427249,1520667,3,,,,,17004.8,111339.5,1263985.5,65459744.0,,37.5,,,,39.4,39.0,39.0,1950000000.0,0.02494207,1.5,4.0,50000000.0,LK0448N00007,2311.0,upload_logo/1484_1611738974.jpeg,1484,1.8419913,1.8174653,2025,1.0
ATL.N0000,364,AMANA TAKAFUL PLC,27/NOV/2006,203630643.0,1.0,,25.0,24.9,27.0,33.7,33.7,110.0,0.6,22.7,22.2,11.7,11.4,178618,24672,578715,82213572,83915709,71,,,,,4405602.5,591729.3,14472684.0,2148286210.0,,24.1,,,,25.9,23.5,25.0,5090766075.0,0.065115,0.9,3.7344398340248963,203630643.0,LK0354N00007,2312.0,upload_logo/361_1611738994.jpeg,361,1.9456168,1.5532787,2025,1.0
TAP.N0000,2145,AMBEON CAPITAL PLC,17/MAY/2012,1002724815.0,1.0,,41.4,39.8,43.9,50.0,50.0,50.0,2.4,38.1,37.0,22.1,19.1,379224,301681,3135789,309433667,342610732,147,,,,,15188815.0,11728098.0,126650696.0,9778382800.0,,38.3,,,,41.9,38.0,41.4,41512807341.0,0.5309822,3.1,8.093994778067884,1002724815.0,LK0411N00005,2178.0,upload_logo/1181_1601622394.jpeg,1181,1.5148809,0.7813682,2025,1.0
GREG.N0000,121,AMBEON HOLDINGS PLC,01/JAN/1970,356869666.0,1.0,,159.25,156.0,158.0,175.0,175.0,274.5,0.25,149.0,145.0,42.0,39.3,9509,29463,176752,16106496,18726360,45,,,,,1503467.0,4452066.0,27524402.0,1641641730.0,,154.75,,,,160.0,155.0,159.25,56831494310.5,0.72692055,4.5,2.9079159935379644,356869666.0,LK0168N00001,2179.0,upload_logo/782_1601622413.jpeg,782,1.2167208,0.6590479,2025,1.0
AMCL.N0000,1800,AMW CAPITAL LEASING AND FINANCE PLC,08/JUN/2011,20000000.0,1.0,,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,,22.4,,,,,,22.4,448000000.0,0.0057302807,0.0,0.0,20000000.0,LK0384N00004,,,1065,0.0,0.0,2025,1.0
ALHP.N0000,2846,ANILANA HOTELS AND PROPERTIES PLC,17/JUL/2013,1281320814.0,1.0,,,0.0,0.0,0.0,0.0,13.5,0.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,,1281320814.0,LK0422N00002,826.0,upload_logo/1283_1374033719.jpeg,1283,1.1202488,0.9628149,2022,1.0
AINS.N0000,3244,ARPICO INSURANCE PLC,16/JAN/2015,66230407.0,1.0,,34.5,37.4,39.8,44.9,44.9,44.9,11.0,32.0,30.1,23.0,23.0,1387,22327,42496,5751994,5920207,15,,,,,46974.7,734488.3,1424474.2,203255088.0,,33.8,,,,36.0,32.6,34.5,2284949041.5,0.029226337,0.7,2.0710059171597632,66230407.0,LK0434N00007,2151.0,upload_logo/1405_1601610236.jpeg,1405,2.1279762,1.2072824,2025,1.0
AAF.N0000,2025,ASIA ASSET FINANCE PLC,12/JAN/2012,124195533.0,1.0,,51.5,52.5,53.9,65.0,65.0,65.0,0.8,49.9,49.9,24.0,17.0,96704,16733,393498,67419548,83872402,83,,,,,4970017.5,851848.8,20586786.0,3113196030.0,,51.0,,,,53.0,51.0,51.5,6396069949.5,0.081810884,0.5,0.9803921568627451,124195533.0,LK0406N00005,2273.0,upload_logo/1108_1608702562.jpeg,1108,0.7754329,0.59725726,2025,1.0
ACAP.N0000,160,ASIA CAPITAL PLC,22/SEP/1994,131329995.0,1.0,,6.0,6.1,6.2,9.6,9.6,120.0,2.8,5.5,5.5,3.6,3.6,9252,24752,348046,33098841,33583299,31,,,,,55696.5,144936.7,2037247.4,208146064.0,,6.0,,,,6.2,6.0,6.0,787979970.0,0.010078898,0.0,0.0,131329995.0,LK0224N00002,822.0,upload_logo/363_1369737398.jpeg,363,0.04112554,0.19782472,2025,1.0
ASIY.N0000,2209,ASIA SIYAKA COMMODITIES LIMITED,12/SEP/2012,260000000.0,1.0,,10.0,9.6,10.3,11.5,11.5,22.0,1.6,9.1,9.0,5.7,5.0,843896,360007,1862647,242202102,262250710,109,,,,,8343776.5,3394107.5,17724718.0,2128156930.0,,9.5,,,,10.2,9.5,10.0,2600000000.0,0.03325609,0.5,5.2631578947368425,260000000.0,LK0419N00008,2152.0,upload_logo/1205_1601610256.jpeg,1205,0.8863636,0.17213115,2025,1.0
AHPL.N0000,143,ASIAN HOTELS AND PROPERTIES PLC,30/JAN/2004,442775300.0,1.0,,55.1,57.8,59.8,73.0,73.0,210.0,20.0,53.9,53.1,50.0,50.0,36262,21077,249797,26482632,28478437,28,,,,,1996916.0,1158212.8,13672884.0,1674583300.0,,55.0,,,,57.0,55.0,55.1,24396919030.0,0.31205624,0.1,0.18181818181818182,442775300.0,LK0341N00004,2233.0,upload_logo/690_1603172194.jpeg,690,0.4199134,0.39911726,2025,1.0
ASIR.N0000,225,ASIRI HOSPITAL HOLDINGS PLC,01/JUN/1986,1137533596.0,1.0,,30.9,31.9,32.0,41.0,41.0,106.75,6.75,29.2,29.2,24.6,23.8,9995,58869,222824,26819292,36613622,40,,,,,308774.7,1756338.9,6770561.5,844542850.0,,29.4,,,,31.6,30.6,30.9,35149788116.4,0.44959408,1.5,5.1020408163265305,1137533596.0,LK0010N00005,1109.0,upload_logo/512_1457953165.jpeg,512,1.9970238,1.2720681,2025,1.0
AMSL.N0000,240,ASIRI SURGICAL HOSPITAL PLC,12/NOV/2004,528457545.0,1.0,,13.7,13.8,13.9,16.9,16.9,39.0,2.5,13.2,13.1,10.4,10.4,43967,18933,211881,20677498,24014365,26,,,,,588993.3,253016.8,2826140.8,276433472.0,,13.3,,,,13.8,13.2,13.7,7239868366.5,0.09260374,0.4,3.007518796992481,528457545.0,LK0344N00008,2052.0,upload_logo/513_1601448612.jpeg,513,1.256223,0.77600884,2025,1.0
AMF.N0000,1844,ASSOCIATED MOTOR FINANCE COMPANY PLC,23/JUN/2011,113327268.0,1.0,,70.2,72.3,75.7,108.0,108.0,839.7,6.2,68.0,65.0,27.7,27.7,32210,15429,224294,50393613,56147626,62,,,,,2226760.2,1076149.8,15700401.0,3448366590.0,,68.2,,,,72.0,67.1,70.2,7955574213.6,0.1017582,2.0,2.932551319648094,113327268.0,LK0387N00007,715.0,upload_logo/1068_1311838497.jpeg,1068,0.97050864,0.6664565,2025,1.0
BPPL.N0000,3794,B P P L HOLDINGS PLC,04/APR/2017,306843357.0,1.0,,21.0,19.7,21.1,25.7,25.7,32.1,6.8,19.0,18.5,16.5,16.5,22292,45454,344590,40036403,49649794,69,,,,,461506.3,877475.7,6780790.0,866739010.0,,19.6,,,,21.4,19.7,21.0,6443710497.0,0.082420245,1.4,7.142857142857143,306843357.0,LK0451N00001,2053.0,upload_logo/1524_1601448654.jpeg,1524,0.63744587,0.4881778,2025,1.0
BFL.N0000,188,BAIRAHA FARMS PLC,05/DEC/1994,17600000.0,1.0,,409.0,390.0,440.0,470.0,470.0,525.0,5.0,375.0,358.0,160.0,160.0,169151,49907,389425,10791479,11292033,249,,,,,65669776.0,18994108.0,151240304.0,2918472190.0,,378.0,,,,409.0,376.0,400.0,7040000000.0,0.09004727,22.0,5.8201058201058204,17600000.0,LK0229N00001,2054.0,upload_logo/452_1601448788.jpeg,452,1.6271645,0.8261349,2025,1.0
BALA.N0000,193,BALANGODA  PLANTATIONS  PLC,03/JUN/1998,47272726.0,1.0,,74.9,73.9,76.0,107.0,107.0,139.0,6.1,70.6,70.0,60.0,60.0,6899,958,57037,14625824,17133348,31,,,,,514250.8,70318.3,4122253.0,1227123710.0,,73.6,,,,74.9,70.6,74.9,3540727177.4,0.04528875,1.3,1.766304347826087,47272726.0,LK0286N00001,2180.0,upload_logo/705_1601622430.jpeg,705,0.7356602,0.58653843,2025,1.0
BRR.N0000,3080,BANSEI ROYAL RESORTS HIKKADUWA PLC,27/MAR/2014,53728000.0,1.0,,22.0,22.0,22.5,26.0,26.0,26.0,3.8,21.0,20.0,15.8,15.0,2973,977,52817,2038708,2277871,9,,,,,64503.6,20806.0,1095283.2,45254896.0,,21.6,,,,22.0,21.1,22.0,1182016000.0,0.015118936,0.4,1.8518518518518519,53728000.0,LK0426N00003,2056.0,upload_logo/1322_1601448868.jpeg,1322,-0.05627705,-0.19435687,2025,1.0
BERU.N0000,2188,BERUWALA RESORTS PLC,04/JUL/2012,700544295.0,1.0,,3.8,3.9,3.9,4.8,4.8,5.5,0.5,3.7,3.6,3.3,3.3,106963,135959,2338133,319961030,424429527,39,,,,,396399.4,506426.4,8803890.0,1313408000.0,,3.7,,,,3.8,3.7,3.8,2662068321.0,0.034049995,0.1,2.7027027027027026,700544295.0,LK0416N00004,732.0,upload_logo/1201_1346313886.jpeg,1201,0.81953466,0.33228248,2025,1.0
BLI.N0000,1802,BIMPUTH LANKA INVESTMENTS PLC,13/JUN/2011,107733344.0,1.0,,,0.0,0.0,0.0,0.0,169.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,,107733344.0,LK0383N00006,2474.0,upload_logo/1067_1631431630.jpeg,1067,0.47588998,0.6030592,2021,1.0
BLUE.X0000,301,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,31/MAR/1992,225976714.0,1.0,,,0.0,0.0,0.0,0.3,6.4,0.1,0.0,0.0,0.0,0.2,0,0,0,0,198539,0,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,,,LK0193X00008,2058.0,upload_logo/663_1601449179.jpeg,663,1.1605176,1.4000434,2024,1.0
BLUE.N0000,135,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,31/MAR/1992,699524300.0,1.0,,,0.0,0.0,0.0,0.3,50.0,0.2,0.0,0.0,0.0,0.2,0,0,0,0,299040,0,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,,699524300.0,LK0193N00009,2058.0,upload_logo/663_1601449179.jpeg,663,1.1605176,1.4000434,2024,1.0
BOGA.N0000,189,BOGALA GRAPHITE LANKA PLC,08/MAY/1992,94632904.0,1.0,,149.5,128.0,128.0,197.0,197.0,197.0,1.75,119.0,113.5,50.0,50.0,620809,72313,420756,31205429,32617627,1056,,,,,88669288.0,8984436.0,50534360.0,2919148030.0,,119.75,,,,150.0,119.75,149.5,14147619148.0,0.18095943,29.75,24.843423799582464,94632904.0,LK0194N00007,309.0,upload_logo/664_1192689751.gif,664,0.11093073,-0.4936948,2025,1.0
BOPL.N0000,34,BOGAWANTALAWA TEA ESTATES PLC,08/DEC/1995,83750000.0,1.0,,76.8,81.5,89.5,94.9,94.9,94.9,6.8,79.0,70.1,50.1,50.1,11604,1636,28513,5949136,7084624,43,,,,,912389.3,130300.2,2353429.8,416985792.0,,80.9,,,,81.0,75.4,76.8,6432000000.0,0.08227046,-4.1,-5.067985166872682,83750000.0,LK0243N00002,2181.0,upload_logo/706_1601622455.jpeg,706,0.17992423,-0.10198612,2025,1.0
BRWN.N0000,25,BROWN & COMPANY PLC,25/APR/1991,212625000.0,1.0,,161.25,161.0,165.0,212.0,212.0,1300.0,7.0,156.0,155.0,142.5,115.0,22361,29909,290124,18505074,23395880,88,,,,,3546796.5,4746214.0,46492608.0,3443874050.0,,156.5,,,,161.5,157.0,161.25,34285781250.0,0.43854275,4.75,3.0351437699680512,212625000.0,LK0018N00008,2059.0,upload_logo/764_1601449263.jpeg,764,0.8660714,0.6368222,2025,1.0
BBH.N0000,128,BROWNS BEACH HOTELS PLC,22/FEB/1993,129600000.0,1.0,,24.3,24.6,24.6,28.9,28.9,120.0,4.0,21.6,21.5,16.0,16.0,1250,23318,55466,11436550,12983410,3,,,,,30411.5,569936.9,1297250.1,263381504.0,,23.7,,,,24.5,24.2,24.3,3149280000.0,0.040281825,0.6,2.5316455696202533,129600000.0,LK0204N00004,2060.0,upload_logo/525_1601449307.jpeg,525,1.3130411,0.66566837,2025,1.0
BIL.N0000,1851,BROWNS INVESTMENTS PLC,26/JUL/2011,14369717460.0,1.0,,6.7,6.6,6.8,9.4,9.4,19.1,1.1,6.4,6.3,6.3,5.9,5318916,4766657,34710696,3084328089,3553391108,346,,,,,34799412.0,30999730.0,226880704.0,24436310000.0,,6.5,,,,6.7,6.4,6.7,96277106982.0,1.2314616,0.2,3.076923076923077,14369717460.0,LK0390N00001,2061.0,upload_logo/1077_1601449335.jpeg,1077,0.27218616,0.17197351,2025,1.0
BUKI.N0000,165,BUKIT DARAH PLC,01/JAN/1970,102000000.0,1.0,,1042.25,1030.0,1099.75,1200.0,1200.0,9000.0,90.0,994.0,992.0,570.0,476.0,1240,766,5716,1191379,1247094,58,,,,,1293988.8,767756.5,5849748.0,945815170.0,,1010.0,,,,1050.0,1025.0,1042.25,106309500000.0,1.3597841,32.25,3.1930693069306932,102000000.0,LK0019N00006,365.0,upload_logo/456_1192770192.gif,456,0.9702381,0.5479193,2025,1.0
CIC.N0000,162,C I C HOLDINGS PLC,11/OCT/1964,1458000000.0,1.0,,32.5,33.0,33.7,177.0,177.0,325.0,22.75,31.7,31.5,31.5,31.5,1902023,746655,7294006,129856783,144212707,313,,,,,61209468.0,24055892.0,237159424.0,10602894300.0,,31.9,,,,33.0,31.9,32.5,47385000000.0,0.6060923,0.6,1.8808777429467085,,LK0045N00001,2073.0,upload_logo/493_1601449921.jpeg,493,1.0048702,0.5026797,2025,1.0
CIC.X0000,328,C I C HOLDINGS PLC,11/OCT/1964,437400000.0,1.0,,26.0,26.1,27.3,135.0,135.0,200.0,17.0,25.0,24.8,24.8,24.8,1585692,503609,6094688,127276224,148065666,324,,,,,40981676.0,12838294.0,156913168.0,8428357600.0,,25.2,,,,26.5,25.0,25.9,11328660000.0,0.14490268,0.7,2.7777777777777777,,LK0045X00000,2073.0,upload_logo/493_1601449921.jpeg,493,1.0048702,0.5026797,2025,1.0
COLO.N0000,308,C M HOLDINGS PLC,01/JAN/1970,152000000.0,1.0,,57.7,58.9,63.0,584.0,584.0,584.0,4.0,57.4,56.1,52.6,52.6,19828,28667,190235,16969091,17169124,52,,,,,1125277.2,1647823.0,11123159.0,1709816830.0,,57.4,,,,59.1,56.0,57.7,8770400000.0,0.11218048,0.3,0.5226480836236934,152000000.0,LK0052N00007,341.0,upload_logo/693_1192767073.gif,693,-0.19642857,-0.6168033,2025,1.0
CTHR.N0000,510,C T HOLDINGS PLC,01/JAN/1928,201406978.0,1.0,,648.5,670.0,671.5,752.0,752.0,5300.0,24.25,646.0,635.0,305.5,305.5,0,129,202,20424434,20442156,0,,,,,0.0,83670.5,132271.25,11028446200.0,,648.5,,,,,,648.5,130612425233.0,1.6706381,0.0,0.0,201406978.0,LK0041N00000,2161.0,upload_logo/503_1601610958.jpeg,503,0.031114718,-0.3857188,2025,1.0
CTLD.N0000,520,C T LAND DEVELOPMENT PLC,22/MAR/1988,81250000.0,1.0,,37.1,36.9,39.6,47.9,47.9,63.9,5.5,34.0,33.5,22.5,22.5,8041,11384,81434,14809257,19459976,29,,,,,297552.2,391974.0,2960882.0,453734848.0,,34.1,,,,37.3,34.0,37.1,3014375000.0,0.03855628,3.0,8.79765395894428,81250000.0,LK0175N00006,2062.0,upload_logo/614_1601449440.jpeg,614,1.2697511,0.91472256,2025,1.0
CWM.N0000,335,C. W. MACKIE PLC,09/JAN/1995,35988556.0,1.0,,151.0,156.0,158.0,162.75,162.75,162.75,1.75,144.25,141.0,99.0,97.4,12487,14855,123648,4175771,6223788,115,,,,,1843153.5,2196683.2,18631872.0,534300160.0,,146.75,,,,153.75,140.25,151.0,5434271956.0,0.06950871,4.25,2.8960817717206133,35988556.0,LK0232N00005,2063.0,upload_logo/765_1601449476.jpeg,765,0.31087664,0.16724464,2025,1.0
CSLK.N0000,6052,CABLE SOLUTIONS PLC,14/AUG/2024,470666600.0,1.0,,15.0,14.7,15.5,16.5,16.5,16.5,7.0,14.0,14.0,9.4,9.4,1869921,47868,3058538,201141267,229741586,79,,,,,27434280.0,680879.2,45476936.0,2701963520.0,,14.0,,,,15.1,14.2,15.0,7059999000.0,0.09030307,1.0,7.142857142857143,470666600.0,LK0494N00001,3344.0,upload_logo/k48gY439Uk34hc17_13Aug2024110307GMT_1723546987305.png,3198,2.0752165,1.2485813,2025,
CALH.N0000,6378,CAPITAL ALLIANCE HOLDINGS PLC,30/MAY/2025,2072049345.0,1.0,,15.9,16.0,16.9,20.0,20.0,20.0,14.0,15.7,15.6,14.0,14.0,183045,267565,1787342,311476650,311209085,122,,,,,2905793.2,4261238.0,28613810.0,5288935400.0,,15.8,,,,16.0,15.8,15.9,32945584585.5,0.42140055,0.1,0.6329113924050633,2072049345.0,LK0504N00007,3467.0,upload_logo/juW3RbOmNxCs9Okc_29May2025100308GMT_1748512988639.png,3319,0.93560606,0.7148487,2025,
CALT.N0000,5293,CAPITAL ALLIANCE PLC,15/DEC/2021,329417884.0,1.0,,51.3,51.3,51.6,64.9,64.9,93.4,8.0,49.2,46.3,46.3,46.3,80180,67492,647577,48898153,55887771,99,,,,,4093573.8,3364826.0,32525318.0,2723144450.0,,50.0,,,,52.0,50.0,51.3,16899137449.2,0.21615358,1.3,2.6,329417884.0,LK0477N00006,2622.0,upload_logo/2647_1639498293.jpeg,2647,1.4215368,1.0576923,2025,
CARG.N0000,551,CARGILLS (CEYLON) PLC,01/JAN/1946,257677731.0,1.0,,807.0,799.75,800.0,999.0,999.0,2100.0,20.0,788.5,788.5,405.0,378.0,339,434,42582,11727460,11829674,15,,,,,271282.0,344135.5,34007736.0,6906578400.0,,790.25,,,,809.75,790.0,807.0,207945928917.0,2.6597958,16.75,2.1195824106295476,257677731.0,LK0020N00004,2064.0,upload_logo/457_1601449513.jpeg,457,0.39556277,-0.04082597,2025,1.0
CBNK.N0000,5852,CARGILLS BANK PLC,09/JAN/2024,945642858.0,1.0,,10.2,10.1,10.2,11.5,11.5,11.5,7.1,9.8,9.7,7.7,7.7,603130,1246733,9904514,430821756,435852298,111,,,,,6046228.5,12452450.0,98815624.0,4197600770.0,,10.0,,,,10.2,9.9,10.2,9645557151.6,0.12337444,0.2,2.0,945642858.0,LK0491N00007,3184.0,upload_logo/ktg0RldudT9ERjkC_8Jan2024105958GMT_1704711598288.jpeg,3118,0.6066017,0.5338903,2025,
CABO.N0000,22,CARGO BOAT DEVELOPMENT COMPANY PLC,01/JAN/1981,18031995.0,1.0,,167.0,165.0,167.0,200.0,200.0,330.0,8.0,150.25,149.0,75.0,70.0,19013,688,48903,6579741,6953393,48,,,,,3163644.0,105995.25,7681490.0,823544770.0,,159.0,,,,175.0,164.0,167.0,3011343165.0,0.0385175,8.0,5.031446540880503,18031995.0,LK0021N00002,,,615,1.9142317,0.7027112,2025,1.0
CARS.N0000,336,CARSON CUMBERBATCH PLC,01/JAN/1967,196386914.0,1.0,,740.25,750.0,788.75,980.0,980.0,22000.0,27.5,730.0,730.0,352.25,332.0,363,1969,7566,1583759,1666429,13,,,,,268741.0,1462378.8,5668325.0,1119842180.0,,743.5,,,,743.75,735.0,740.25,145375413088.5,1.8594686,-3.25,-0.4371217215870881,196386914.0,LK0022N00000,187.0,upload_logo/502_1192518083.gif,502,1.8898809,1.2173707,2025,1.0
CFIN.N0000,447,CENTRAL FINANCE COMPANY PLC,01/JAN/1969,227354462.0,1.0,,270.0,279.0,289.0,319.75,319.75,1895.0,20.0,265.0,265.0,167.0,137.0,97176,183020,603429,55672490,63836061,185,,,,,26191922.0,50366140.0,168093696.0,13810695200.0,,270.0,,,,271.0,266.75,270.0,61385704740.0,0.7851726,0.0,0.0,227354462.0,LK0023N00008,2065.0,upload_logo/366_1601449552.jpeg,366,0.71753246,0.32172132,2025,1.0
CIND.N0000,224,CENTRAL INDUSTRIES PLC,14/AUG/1990,24195193.0,1.0,,251.25,242.0,244.0,246.0,246.0,385.0,10.0,233.0,214.0,134.0,124.5,180806,165985,805835,17469142,19863502,299,,,,,44745024.0,39815832.0,189758800.0,3291253500.0,,241.0,,,,255.0,240.25,251.25,6079042241.25,0.077755846,10.25,4.253112033195021,24195193.0,LK0185N00005,2066.0,upload_logo/665_1601449594.jpeg,665,0.5167749,0.22115384,2025,1.0
CINS.N0000,91,CEYLINCO HOLDINGS PLC,21/APR/1988,20000000.0,1.0,,3195.75,3178.5,3200.0,4000.0,4000.0,4000.0,7.5,3178.5,2960.0,2800.25,2509.75,2863,1,4114,1292313,1732619,34,,,,,8752394.0,3178.5,12956632.0,4277297660.0,,2980.0,,,,3199.0,2960.0,3195.75,63915000000.0,0.8175243,215.75,7.239932885906041,20000000.0,LK0176N00004,2067.0,upload_logo/367_1601449623.jpeg,367,0.37527058,0.13083228,2025,1.0
CINS.X0000,981,CEYLINCO HOLDINGS PLC,21/APR/1988,6414480.0,1.0,,1718.5,1699.75,1870.0,2250.0,2250.0,2250.0,65.0,1691.0,1675.0,1200.0,1027.0,1316,136,5598,766469,1000596,22,,,,,2249601.0,230904.5,9573612.0,1175343620.0,,1697.75,,,,1750.0,1699.0,1718.5,11023283880.0,0.14099668,20.75,1.2222058606979826,,LK0176X00003,2067.0,upload_logo/367_1601449623.jpeg,367,0.37527058,0.13083228,2025,1.0
BREW.N0000,560,CEYLON BEVERAGE HOLDINGS PLC,01/JAN/1970,20988090.0,1.0,,2644.5,2645.0,2649.0,3347.0,4000.0,4000.0,16.25,2645.0,2387.0,2180.0,2180.0,85,1,1880,22116,23834,9,,,,,225695.0,2645.0,4617580.5,59859684.0,,2644.5,,,,2705.0,2640.0,2644.5,55503004005.0,0.7099281,0.0,0.0,20988090.0,LK0026N00001,132.0,upload_logo/458_1192178014.gif,458,0.10064935,0.0721942,2025,1.0
CCS.N0000,426,CEYLON COLD STORES PLC,01/JAN/1970,950400000.0,1.0,,107.75,107.5,112.5,125.0,125.0,1029.0,17.75,105.0,102.0,74.0,65.6,257949,141511,821440,55416754,64594606,183,,,,,27464974.0,14899923.0,89161512.0,5433885700.0,,105.0,,,,108.0,104.75,107.75,102405600000.0,1.3098501,2.75,2.619047619047619,950400000.0,LK0027N00009,2234.0,upload_logo/462_1603172226.jpeg,462,0.31358224,0.14328499,2025,1.0
GRAN.N0000,74,CEYLON GRAIN ELEVATORS PLC,01/JAN/1984,60000000.0,1.0,,388.75,398.0,403.75,443.0,443.0,443.0,6.25,378.5,378.5,175.75,175.75,56940,40838,252678,8745073,9696136,107,,,,,21983312.0,15670892.0,97537760.0,2430636540.0,,382.5,,,,397.25,378.5,388.75,23325000000.0,0.29834554,6.25,1.6339869281045751,60000000.0,LK0029N00005,2069.0,upload_logo/671_1601449742.jpeg,671,1.4023268,0.84063685,2025,1.0
GUAR.N0000,196,CEYLON GUARDIAN INVESTMENT TRUST PLC,01/JAN/1951,80057991.0,1.0,,272.0,264.0,279.0,314.0,314.0,1499.0,28.0,251.25,246.5,140.0,109.0,17646,10810,65824,7402201,8461494,39,,,,,4646844.0,2775962.5,17252390.0,1549627900.0,,252.5,,,,275.0,252.0,272.0,21775773552.0,0.27852967,19.5,7.7227722772277225,80057991.0,LK0030N00003,238.0,upload_logo/607_1192610705.gif,607,1.5121753,0.8395334,2025,1.0
CHL.N0000,264,CEYLON HOSPITALS PLC,14/NOV/2003,31762723.0,1.0,,269.5,275.0,275.5,330.0,330.0,330.0,15.0,271.0,250.0,112.25,112.0,106,770,27636,2764687,3389639,4,,,,,28579.5,210413.0,7242380.5,698904380.0,,271.0,,,,271.0,252.0,269.5,8560053848.5,0.10948998,-1.5,-0.5535055350553506,31762723.0,LK0338N00000,1570.0,upload_logo/514_1520504240.jpeg,514,1.0332792,0.8562421,2025,1.0
CHL.X0000,453,CEYLON HOSPITALS PLC,14/NOV/2003,10133765.0,1.0,,195.0,197.25,209.75,233.25,233.25,233.25,12.0,195.0,185.0,94.5,89.0,399,27,8359,815656,838110,5,,,,,77565.0,5323.5,1614479.8,111396632.0,,188.25,,,,195.0,189.0,195.0,1976084175.0,0.025275707,6.75,3.585657370517928,,LK0338X00009,1570.0,upload_logo/514_1520504240.jpeg,514,1.0332792,0.8562421,2025,1.0
CHOT.N0000,383,CEYLON HOTELS CORPORATION PLC,01/JAN/1967,180030942.0,1.0,,38.1,38.5,41.0,52.0,52.0,1150.0,2.0,36.9,33.0,20.2,20.2,240654,197121,643447,93061818,95816813,137,,,,,8967706.0,7416604.0,24178216.0,3275447040.0,,36.9,,,,38.2,36.0,38.1,6859178890.2,0.087734416,1.2,3.252032520325203,180030942.0,LK0032N00009,2070.0,upload_logo/545_1601449777.jpeg,545,1.5787338,0.9110971,2025,1.0
CINV.N0000,133,CEYLON INVESTMENT PLC,01/JAN/1949,97200743.0,1.0,,125.25,120.0,129.0,150.0,150.0,660.0,21.0,114.0,112.0,65.6,59.0,43487,19674,414089,26462388,30941317,113,,,,,5370882.0,2315345.5,49550040.0,2729944830.0,,116.75,,,,126.0,116.75,125.25,12174393060.75,0.1557203,8.5,7.28051391862955,97200743.0,LK0033N00007,237.0,upload_logo/608_1192610374.gif,608,1.7310606,1.029792,2025,1.0
