symbol,id,name,issueDate,quantityIssued,parValue,issuedPrice,lastTradedPrice,wtdHiPrice,mtdHiPrice,ytdHiPrice,p12HiPrice,allHiPrice,allLowPrice,wtdLowPrice,mtdLowPrice,ytdLowPrice,p12LowPrice,tdyShareVolume,wdyShareVolume,mtdShareVolume,ytdShareVolume,p12ShareVolume,tdyTradeVolume,wtdTradeVolume,mtdTradeVolume,ytdTradeVolume,p12TradeVolume,tdyTurnover,wtdTurnover,mtdTurnover,ytdTurnover,p12Turnover,previousClose,foreignHoldings,foreignPercentage,instrumentsDate,hiTrade,lowTrade,closingPrice,marketCap,marketCapPercentage,change,changePercentage,symbolIndexShareVolume,isin,logo_id,logo_path,logo_secId,beta_securityId,beta_triASIBetaValue,beta_betaValueSPSL,beta_triASIBetaPeriod,beta_quarter
AEL.N0000,2065,ACCESS ENGINEERING PLC,27/MAR/2012,1000000000,1.0,,75.0,78.0,78.0,80.5,80.5,80.5,8.3,75.0,75.0,63.5,39.3,3127829,2434532,2434532,114732363,429463648,180,,,,,234295936.0,185406992.0,185406992.0,8524952100.0,,75.5,,,,76.0,74.8,75.0,75000000000.0,0.9464926,-0.5,-0.6622516556291391,1000000000.0,LK0409N00009,2142.0,upload_logo/1141_1601609745.jpeg,1141.0,1141,1.2903138,0.9159836,2025,1.0
AGAL.N0000,163,AGALAWATTE  PLANTATIONS  PLC,22/JAN/1996,156250000,1.0,,52.2,57.0,57.0,63.1,69.0,115.0,4.75,52.7,52.7,44.2,44.2,3513,220543,220543,5956326,26225627,29,,,,,184774.1,12282170.0,12282170.0,332060160.0,,52.9,,,,54.0,52.0,52.2,8156250000.0,0.102931075,-0.7,-1.3232514177693762,156250000.0,LK0248N00001,2144.0,upload_logo/704_1601609799.jpeg,704.0,704,0.72050864,0.5220681,2025,1.0
AGPL.N0000,5753,Agarapatana Plantations PLC,04/SEP/2023,500000000,1.0,,16.8,17.5,17.5,21.0,24.3,24.3,6.7,16.5,16.5,13.2,13.2,9190,41704,41704,4825872,52969562,18,,,,,154575.5,703552.8,703552.8,83046896.0,,16.6,,,,18.0,16.4,16.8,8400000000.0,0.10600717,0.2,1.2048192771084338,500000000.0,LK0490N00009,3124.0,upload_logo/uZoIWZANtLhpMSE5_1Sep2023095916GMT_1693562356724.jpeg,3027.0,3027,0.24648269,0.09016393,2025,
AFSL.N0000,1845,ABANS FINANCE PLC,27/JUN/2011,73693171,1.0,,95.2,103.75,103.75,120.0,120.0,120.0,12.0,90.0,90.0,70.3,49.0,562,15917,15917,1198428,2876418,4,,,,,53682.6,1608014.0,1608014.0,115615920.0,,95.2,,,,98.0,95.2,95.2,7015589879.2,0.088536054,0.0,0.0,73693171.0,LK0388N00005,2141.0,upload_logo/1069_1601609724.jpeg,1069.0,1069,-0.10091991,-0.27947667,2025,1.0
AGST.X0000,2035,AGSTAR PLC,16/FEB/2012,26210535,1.0,,12.0,12.7,12.7,13.5,14.8,15.0,4.0,12.1,12.1,10.7,9.5,2030,2011,2011,691031,3326787,3,,,,,24378.5,24597.2,24597.2,8656102.0,,12.1,,,,12.7,12.0,12.0,314526420.0,0.0039692926,-0.1,-0.8264462809917356,,LK0408X00000,2145.0,upload_logo/1121_1601609820.jpeg,1121.0,1121,0.31006494,0.11569987,2025,1.0
ACL.N0000,472,ACL CABLES PLC,01/JAN/1976,718724160,1.0,,96.8,101.0,101.0,107.75,260.25,420.0,8.0,96.7,96.7,81.1,81.1,1086421,1397277,1397277,148235815,191907199,108,,,,,104353152.0,135384560.0,135384560.0,14556426200.0,,97.0,,,,97.0,96.4,96.8,69572498688.0,0.8779981,-0.2,-0.20618556701030927,718724160.0,LK0011N00003,2176.0,upload_logo/644_1601622355.jpeg,644.0,644,1.049513,0.5777112,2025,1.0
ABAN.N0000,204,ABANS ELECTRICALS PLC,01/JAN/1984,5110560,1.0,,1101.5,1150.0,1150.0,1550.0,1625.0,1625.0,8.75,1100.0,1100.0,1000.0,385.0,14,822,822,132074,747429,5,,,,,15918.5,907520.0,907520.0,162258800.0,,1101.5,,,,1137.25,1136.75,1101.5,5629281840.0,0.07104098,0.0,0.0,5110560.0,LK0001N00004,2232.0,upload_logo/642_1603172106.jpeg,642.0,642,1.4975649,0.8690101,2025,1.0
APLA.N0000,406,ACL PLASTICS PLC,05/APR/1995,42125000,1.0,,141.0,152.5,152.5,204.75,1950.0,1950.0,9.0,140.0,140.0,115.25,115.25,736,108113,108113,3879912,5030343,6,,,,,105626.5,15624388.0,15624388.0,635710720.0,,140.0,,,,145.5,141.0,141.0,5939625000.0,0.07495748,1.0,0.7142857142857143,42125000.0,LK0238N00002,2177.0,upload_logo/643_1601622375.jpeg,643.0,643,0.8990801,0.598203,2025,1.0
ACME.N0000,554,ACME PRINTING & PACKAGING PLC,01/JAN/1956,665000000,1.0,,5.3,5.7,5.7,38.3,38.3,201.0,2.3,5.2,5.2,3.2,3.2,1338989,5634164,5634164,477262694,495905027,237,,,,,6909545.5,30609732.0,30609732.0,3635531010.0,,5.3,,,,5.4,5.0,5.3,3524500000.0,0.044478845,0.0,0.0,665000000.0,LK0002N00002,2143.0,upload_logo/661_1601609771.jpeg,661.0,661,0.39772728,0.029161412,2025,1.0
AGST.N0000,2026,AGSTAR PLC,16/FEB/2012,461289465,1.0,,12.7,13.5,13.5,14.6,14.6,21.8,3.0,12.8,12.8,8.7,7.5,150257,1479006,1479006,145482863,298305265,65,,,,,1902737.9,19382166.0,19382166.0,1708076800.0,,12.9,,,,12.9,12.5,12.7,5858376205.5,0.07393213,-0.2,-1.550387596899225,461289465.0,LK0408N00001,2145.0,upload_logo/1121_1601609820.jpeg,1121.0,1121,0.31006494,0.11569987,2025,1.0
AHUN.N0000,144,AITKEN SPENCE HOTEL HOLDINGS PLC,01/JAN/1980,336290010,1.0,,91.0,94.8,94.8,122.75,128.25,900.0,5.0,91.8,91.8,83.8,73.0,6156,16544,16544,8251489,41248116,32,,,,,559997.4,1543872.5,1543872.5,872440960.0,,91.9,,,,91.1,90.5,91.0,30602390910.0,0.38619918,-0.9,-0.9793253536452666,336290010.0,LK0003N00000,200.0,upload_logo/521_1192527461.gif,521.0,521,-0.03165584,-0.06651954,2025,1.0
SPEN.N0000,343,AITKEN SPENCE PLC,01/JAN/1983,405996045,1.0,,136.0,139.5,139.5,164.0,175.0,3500.0,8.5,135.75,135.75,129.25,129.25,16525,1019543,1019543,11288601,40876255,69,,,,,2246018.0,140211632.0,140211632.0,1697840770.0,,136.0,,,,136.0,135.0,136.0,55215462120.0,0.6968137,0.0,0.0,405996045.0,LK0004N00008,2147.0,upload_logo/501_1601609954.jpeg,501.0,501,0.24648269,0.20412989,2025,1.0
AFS.N0000,5511,ALPHA FIRE SERVICES PLC,,37950000,1.0,,30.2,34.5,34.5,48.7,48.7,57.7,5.5,30.0,30.0,26.5,13.0,49201,225596,225596,14306848,34103362,42,,,,,1492431.4,7079932.5,7079932.5,548617470.0,,30.5,,,,32.4,30.0,30.2,1146090000.0,0.014463543,-0.3,-0.9836065573770492,,LK0486N00007,3625.0,upload_logo/v6y3L37xQx5YEfFo_30Jan2026074838GMT_1769759318307.jpeg,2774.0,2774,-0.64637446,-0.8896595,2025,
ABL.N0000,3046,AMANA BANK PLC,29/JAN/2014,551222806,1.0,,26.8,27.9,27.9,32.0,33.2,33.2,1.7,26.8,26.8,25.7,21.7,31621,143409,143409,16825303,83196083,60,,,,,847024.9,3892555.5,3892555.5,491549920.0,,26.9,,,,27.3,26.7,26.8,14772771200.8,0.18643092,-0.1,-0.37174721189591076,551222806.0,LK0424N00008,2148.0,upload_logo/1303_1601610015.jpeg,1303.0,1303,1.2199675,1.0453972,2025,1.0
